district_code,district_name,name,address,address_coordinates,services,business_status
sai_kung_district,Sai Kung District,HKUST Branch,"The HKUST, Clear Water Bay Rd, NT","22.337443,114.263498",ATM_RMB,
sai_kung_district,Sai Kung District,Hau Tak Estate Branch Securities Services Centre,"Shop W015-016, G/F, West Wing TKO Gateway, Hau Tak Estate, Tseung Kwan O, New Territories","22.317229,114.266286",ATM_RMB,
sai_kung_district,Sai Kung District,MTR Po Lam Station Self-Service Banking Centre,"Unpaid Concourse of MTR Po Lam Station Shop (Shop #POA 8)","22.3228576,114.2577732","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
sai_kung_district,Sai Kung District,MTR Tseung Kwan O Station Self-Service Banking Centre,"Unpaid Concourse of MTR Tseung Kwan O ( Shop #TKO 8)","22.3074394,114.2598617","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
sai_kung_district,Sai Kung District,MTR Hang Hau Station,"MTR Hang Hau Station","22.3157373,114.2643617","ATM_CENTRE,ATM_RMB",
sai_kung_district,Sai Kung District,Po Lam Estate Self-Service Banking Centre,"Shop 106, Po Lam Shopping Centre, Tseung Kwan O","22.325245,114.255891","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
sai_kung_district,Sai Kung District,Tsui Lam Estate Self-Service Banking Centre,"Shop 134, 5/F Tsui Lam Shopping Ctr, Tsui Lam Est, Tseung Kwan O, New Territories","22.3229,114.248978","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE",
sai_kung_district,Sai Kung District,HKUST ATM Centre,"Entrance of Academic Concourse, HKUST, Clear Water Bay Rd, NT","22.337443,114.263498","ATM_CENTRE,ATM_RMB",
sai_kung_district,Sai Kung District,MTR LOHAS Park Station,"MTR LOHAS Park Station","22.2947607,114.2685167","ATM_CENTRE,ATM_RMB,CASH_DEPOSIT_DUAL_CURRENCY",
sai_kung_district,Sai Kung District,Sheung Tak Plaza,"ATM No.3, 1/F, Sheung Tak Plaza, Sheung Tak Estate, 2 Tong Ming Street, Tseung Kwan O, N.T.","22.311037,114.258878","ATM_CENTRE,ATM_RMB",
sai_kung_district,Sai Kung District,HKUST Lee Shau Kee Business Building,"G/F, Lee Shau Kee Business Building, The Hong Kong University of Science and Technology, Clear Water Bay Road, NT.","22.3348664,114.2641663","ATM_CENTRE,ATM_RMB",
sai_kung_district,Sai Kung District,Choi Ming Shopping Centre,"ATM No.4, 1/F, Choi Ming Shopping Centre, Choi Ming Court, 1 Choi Ming Street, Tseung Kwan O, New Territories","22.3059715,114.2513179",ATM_CENTRE,
sai_kung_district,Sai Kung District,Tseung Kwan O (The Grandiose) Branch,"Shop G59-60, G/F, Popcorn, Tseung Kwan O Town, New Territories","22.308558,114.261564","ATM_RMB,ATM_CENTRE,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT,SELF_SERVICE",
sai_kung_district,Sai Kung District,Tseung Kwan O Hospital,"LG/F, Main Block, Tseung Kwan O Hospital, No. 2 Po Ning Lane, Hang Hau, Tseung Kwan O, New Territories","22.317884,114.269864","ATM_RMB,ATM_CENTRE",
sai_kung_district,Sai Kung District,Haven of Hope Hospital,"G/F, Haven of Hope Hospital, 8 Haven of Hope Road, Tseung Kwan O, Kowloon","22.313980,114.256257","ATM_RMB,ATM_CENTRE",
island_district,Outlying Island District,Cheung Chau Branch,"53-55 Tai Sun Street, Cheung Chau, New Territories","22.2067038,114.0285933",ATM_RMB,
island_district,Outlying Island District,Hong Kong International Airport Branch,"Unit 7T075, Passenger Terminal Bldg, Hong Kong International Airport","22.314425,113.934751","",
island_district,Outlying Island District,Yat Tung Estate ATM Services,"1/F, Commercial Blocks, Yat Tung Estate, 8 Yat Tung Street, Tung Chung, N.T.","22.279911,113.935797","ATM_CENTRE,ATM_RMB",
island_district,Outlying Island District,Caribbean Square ATM Services,"1/F Caribbean Square, Tung Chung, The Lantau, N.T.","22.293588,113.95142","ATM_CENTRE,ATM_RMB",
island_district,Outlying Island District,MTR Tung Chung Station,"MTR Tung Chung Station","22.2894283,113.9413878","ATM_CENTRE,ATM_RMB",
island_district,Outlying Island District,Super Terminal No. 1 ATM Centre,"(Lifts Lobby) South, G/F Super Terminal No.1 Chek Lap Kok, Lantau","22.29772350792189,113.92929017543793","ATM_CENTRE,ATM_RMB",
island_district,Outlying Island District,Sky Plaza,"Unit No. 3P043A, Sky Plaza at Terminal 2, Hong Kong International Airport","22.316433,113.938066","ATM_CENTRE,CASH_DEPOSIT_DUAL_CURRENCY,SELF_SERVICE,ATM_RMB",
island_district,Outlying Island District,Cathay City,"1/F Central Tower, Cathay City 8 Scenic Rd, HK International Airport","22.2980015,113.9331485","ATM_CENTRE,ATM_RMB",
island_district,Outlying Island District,Cathay Pacific Cargo Terminal,"3/F, 3 Chun Wan Road, Cathay Pacific Cargo Terminal, Hong Kong International Airport, Chek Lap Kok","22.297177,113.928995","ATM_CENTRE,ATM_RMB",
island_district,Outlying Island District,Discovery Bay Banking Services Centre,"Shop G28, G/F, Block C, DB Plaza, Discovery Bay City, Lantau Island, New Territories","22.29554,114.0166","ATM_CENTRE,SELF_SERVICE,CASH_DEPOSIT_DUAL_CURRENCY,CHEQUE_DEPOSIT",
island_district,Outlying Island District,Hong Kong International Airport_5G086B,"Unit No.5G086B at 5/F arrivals Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.315901,113.936618",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_5T030B,"Unit No.5T030B at at 5/F arrivals Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.314463,113.934064",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_6W002,"Unit No.6W002 at 6/F departures Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.313460,113.926816",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_5T099E,"Unit No.5T099E at 5/F arrivals Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.315790,113.933392",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_5E002,"Unit No.5E002 at 5/F arrivals Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.315181,113.933588",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_7E004,"Unit No.7E004 at 7/F departures Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.315744,113.933440",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_6E200,"Unit No.6E002 at 6/F departures Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.314484,113.934697",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_3P002,"Unit No.3P002 at 3/F Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.316013,113.938644",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_7T002,"Unit No.7T002 at 7/F departures Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.314375,113.934279",ATM_CENTRE,
island_district,Outlying Island District,Hong Kong International Airport_6W004,"Unit No.6W004 at 6/F departures Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.310965,113.926577",ATM_CENTRE,
island_district,Outlying Island District,North Lantau Hospital,"1/F, North Lantau Hospital, 8 Chung Yan Road, Tung Chung, New Territories","22.282037,113.940172","ATM_RMB,ATM_CENTRE",
island_district,Outlying Island District,Hong Kong International Airport_6MC014 Midfield,"Unit No.6MC014 Midfield Concourse at Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal)","22.312767,113.926841",ATM_CENTRE,
